tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,class
3,12,32,7,13,31,6,18,32,3,7,12,19,12,32,6,18,32,12,20,19,12,32,20,18,32,7,18,32,6,12,18,32,1
3,12,6,19,12,18,32,3,12,6,19,12,19,12,32,3,12,6,3,12,18,32,18,25,3,13,13,31,3,12,12,6,3,1
14,14,32,14,6,14,4,32,3,12,18,32,12,6,3,14,14,6,2,13,31,3,12,14,14,13,6,3,12,18,32,6,18,1
32,25,27,12,1,12,6,3,12,18,32,12,25,3,13,6,3,13,6,14,14,32,2,18,32,3,12,17,9,12,0,0,0,1
3,12,12,32,29,12,6,14,3,32,3,12,17,7,12,4,31,2,13,1,2,13,18,31,6,3,6,3,12,2,12,13,6,1
12,18,32,6,18,11,27,20,20,18,11,20,27,25,3,12,25,27,18,6,3,12,3,32,20,7,6,3,12,3,12,12,12,1
3,12,6,14,32,3,9,12,6,3,12,18,32,2,13,3,32,20,2,13,19,12,11,27,7,18,11,27,7,12,20,36,18,1
32,12,7,18,20,31,25,27,19,12,18,32,19,12,20,3,11,27,3,7,7,3,12,32,20,13,31,6,19,12,19,12,12,1
3,12,32,6,3,12,19,12,32,14,18,32,25,12,18,32,20,27,25,27,3,32,6,3,13,14,32,30,13,18,11,27,6,1
18,18,32,3,12,25,27,25,27,14,32,3,7,12,20,18,32,2,13,7,18,32,7,6,18,11,20,27,18,32,25,27,3,1
3,12,32,6,14,14,6,13,31,20,18,31,6,12,18,20,31,14,14,14,25,27,20,3,32,3,7,12,12,20,8,13,6,1
4,32,3,12,6,3,12,12,12,3,12,12,28,30,6,14,14,12,6,14,19,12,32,2,13,7,19,12,32,14,3,32,3,1
7,12,28,30,6,3,12,18,32,3,12,6,3,12,12,6,14,14,3,13,31,6,12,33,31,20,27,6,3,7,12,13,31,1
6,3,12,6,14,13,31,6,19,12,12,3,7,13,18,18,32,20,7,13,31,18,14,17,18,32,2,13,7,3,32,2,13,1
21,6,7,18,32,20,7,25,27,3,12,18,11,27,25,13,18,11,27,3,12,12,6,12,13,31,3,12,6,3,12,18,32,1
3,7,14,14,32,13,6,12,2,12,32,20,7,18,32,3,12,3,12,32,6,3,12,6,13,3,12,32,3,7,20,3,32,1
13,6,13,31,6,14,18,31,3,7,12,14,14,18,32,3,12,3,13,31,6,18,32,13,6,3,12,25,19,12,1,13,1,1
18,20,31,3,13,3,13,31,3,12,25,27,19,12,3,12,13,25,19,13,6,29,25,3,12,4,31,7,13,6,3,12,1,1
3,7,12,28,6,3,12,6,3,12,12,6,14,7,14,3,12,28,30,1,28,25,27,25,19,3,12,28,18,25,27,36,20,2
14,14,14,28,3,7,7,12,3,12,28,3,7,12,25,27,20,7,13,25,3,12,3,12,28,18,6,3,12,6,3,14,14,2
14,6,3,12,12,28,3,12,6,3,13,6,14,1,18,28,3,7,13,3,12,28,6,6,2,13,6,3,7,12,18,28,6,2
6,3,12,3,12,11,20,27,29,20,1,29,20,12,18,11,20,27,19,12,6,2,12,25,3,1,36,13,31,6,18,11,27,2
25,27,13,1,11,27,19,12,3,7,12,25,13,32,3,12,6,2,12,6,19,7,12,3,7,13,11,12,19,12,6,13,3,2
12,32,25,27,13,6,3,12,1,27,7,13,25,27,3,7,12,18,32,25,27,7,1,7,12,13,0,0,0,0,0,0,0,2
13,6,3,12,6,14,28,3,12,25,27,13,18,28,18,25,27,3,12,6,4,28,13,6,18,18,28,6,4,28,20,2,7,2
3,12,6,3,12,17,14,14,28,20,18,28,30,3,12,28,18,23,1,18,28,20,20,3,7,12,28,20,2,13,20,6,3,2
12,28,18,25,18,18,28,7,6,3,12,25,27,19,12,13,12,3,12,6,3,14,3,2,13,28,13,1,18,31,25,27,6,2
36,18,31,3,12,18,11,27,6,3,7,12,6,3,12,12,1,6,2,7,12,18,20,21,32,13,3,12,6,14,32,20,6,2
3,12,6,18,28,3,6,3,7,13,6,13,25,13,3,12,6,3,14,12,12,32,6,25,27,20,3,7,12,32,20,7,18,2
32,6,3,7,12,11,27,19,12,21,7,20,3,6,14,17,13,27,6,18,32,6,3,7,2,6,18,28,6,6,18,18,32,2
20,3,12,12,18,32,20,27,6,18,32,3,12,1,3,7,12,14,17,12,32,3,12,18,20,32,7,6,19,13,11,27,20,2
3,12,28,3,12,1,7,2,13,6,14,14,3,12,28,3,7,12,6,14,14,28,3,12,1,27,6,13,3,12,20,28,23,2
1,28,29,1,13,28,18,3,12,32,3,7,14,28,14,14,18,28,6,3,12,1,27,12,6,13,31,6,3,12,28,20,3,2
14,14,28,2,13,20,14,17,12,14,14,28,3,7,7,12,6,19,12,6,14,14,14,28,6,19,12,28,3,29,12,18,32,2
6,18,11,27,3,12,6,18,28,29,19,13,6,19,13,3,12,32,30,13,13,1,2,13,18,32,12,6,3,2,2,12,25,2
13,28,23,3,13,6,7,13,3,6,3,12,18,28,14,14,18,28,12,6,3,12,25,27,12,25,27,12,18,28,3,2,7,2
3,12,6,3,12,6,14,28,19,12,6,3,12,13,28,2,13,6,12,13,1,3,2,12,18,28,3,6,3,25,27,3,7,2
12,6,3,12,12,3,12,32,25,27,19,13,1,13,31,6,12,11,27,3,12,6,12,2,12,32,3,12,6,3,13,29,18,2
3,14,14,14,14,28,29,25,27,30,6,14,6,14,14,14,14,1,18,28,25,27,30,3,2,12,13,28,20,7,6,13,11,2
6,14,14,14,3,12,6,12,28,7,25,3,7,12,3,13,20,28,6,7,13,1,30,6,3,12,1,20,3,9,28,3,12,2
28,20,6,3,13,28,2,13,1,28,2,8,13,28,6,7,13,34,11,27,30,6,2,13,28,25,27,2,12,28,6,18,28,2
25,3,12,6,3,12,1,3,12,28,18,1,28,18,18,28,6,20,3,12,28,20,25,27,1,34,11,18,27,20,0,0,0,2
2,13,20,13,28,3,12,1,18,20,28,6,18,28,6,3,12,3,12,28,18,3,12,12,32,6,3,12,28,3,7,12,25,2
27,20,6,7,13,3,12,17,12,28,13,1,3,12,30,6,18,6,3,7,12,3,12,12,28,6,3,12,28,3,12,1,18,2
32,6,3,12,28,3,12,12,6,18,28,3,12,18,28,6,20,3,12,32,20,6,3,12,32,18,32,6,18,1,13,6,18,2
3,9,7,13,6,14,31,30,30,6,14,4,31,20,2,7,13,6,13,33,31,8,1,18,31,6,14,13,28,7,12,6,3,2
13,1,28,3,2,12,6,18,3,13,1,12,28,30,6,3,12,12,6,3,7,14,6,14,13,31,6,9,6,3,13,31,13,2
17,4,28,6,9,2,12,20,13,6,7,12,17,13,31,20,7,13,31,6,3,12,11,27,19,12,6,7,12,6,14,1,14,2
13,28,3,12,6,14,14,6,12,1,20,18,32,6,3,7,12,19,12,28,6,18,28,20,7,6,3,12,28,18,3,7,13,2
1,13,3,12,28,6,3,12,28,7,6,3,12,1,6,18,32,12,13,20,31,3,12,17,6,19,12,1,12,6,29,19,12,2
14,32,3,7,12,6,12,18,32,30,6,3,7,7,12,6,14,33,32,30,6,3,14,6,14,4,32,3,12,6,7,13,6,2
3,12,34,31,30,20,20,18,28,6,13,34,28,25,27,3,12,3,7,12,28,29,3,13,6,2,3,12,6,3,12,12,6,2
3,7,12,32,3,7,12,6,14,6,12,14,7,13,7,13,6,19,12,3,12,32,12,6,12,13,6,14,2,12,2,1,12,2
13,6,14,2,12,2,4,31,6,7,13,6,14,3,12,6,14,3,13,31,3,7,12,6,2,2,7,13,6,2,2,13,3,2
3,12,28,3,7,12,12,6,3,12,6,14,14,12,28,6,18,28,6,20,7,12,36,13,28,18,18,28,20,7,28,30,1,2
7,13,1,28,6,12,3,12,33,28,18,32,29,13,25,27,13,6,3,12,13,31,6,18,11,27,3,12,6,13,25,27,13,2
14,14,28,25,27,3,12,1,3,14,28,18,28,3,12,12,25,3,14,13,7,12,3,12,12,30,25,27,25,3,12,1,3,2
7,12,28,6,18,25,27,18,18,32,3,9,7,12,18,32,3,12,12,14,3,12,6,3,12,32,29,8,1,21,7,14,14,2
3,12,28,29,6,14,36,12,30,6,18,18,32,18,28,3,12,18,28,3,12,6,2,6,3,7,2,13,3,12,28,25,27,2
23,6,18,20,28,3,12,18,32,18,28,9,13,31,23,36,18,31,14,17,12,20,3,13,31,1,18,31,7,2,13,6,3,2
14,3,12,32,18,28,3,12,6,12,6,12,20,18,32,6,14,17,14,1,14,14,18,32,25,27,3,12,0,0,0,0,0,2
6,14,3,7,12,28,13,6,3,12,6,18,28,3,12,6,18,6,14,3,12,28,18,29,3,12,6,18,28,6,3,12,6,2
3,12,1,12,13,14,28,3,12,6,12,6,3,12,1,29,12,18,28,20,30,1,18,32,25,27,25,12,6,3,12,0,0,2
3,7,14,12,28,3,12,6,3,7,12,18,28,3,7,12,6,3,14,25,27,3,18,28,3,12,1,20,28,6,18,28,20,2
6,29,18,28,6,18,28,3,12,6,18,28,6,34,18,32,6,18,32,6,3,13,11,27,3,12,20,18,32,25,27,3,7,2
13,20,20,6,18,11,27,6,3,12,6,3,2,15,3,12,32,6,18,28,13,25,27,6,34,18,31,6,0,0,0,0,0,2
13,6,14,28,3,7,12,18,32,20,7,18,28,18,6,12,18,28,20,27,25,27,30,6,3,7,12,18,32,3,12,18,28,2
2,13,18,32,20,3,12,6,2,6,3,22,7,12,6,14,32,31,6,18,32,3,12,6,14,14,18,28,14,6,2,13,6,2
2,13,20,15,11,27,3,13,6,3,12,20,1,27,18,6,3,14,12,6,14,3,7,7,12,28,3,12,0,0,0,0,0,2
6,14,12,13,28,3,7,12,14,3,14,14,25,27,14,18,28,18,2,13,25,27,3,7,12,6,3,7,7,12,14,28,25,2
13,6,3,7,12,28,30,36,19,12,12,28,12,18,28,3,12,36,3,28,1,6,3,12,28,7,18,28,20,30,6,3,12,2
6,3,14,14,6,3,14,3,7,14,12,32,3,7,12,25,2,7,12,12,3,12,12,1,27,3,6,18,3,12,28,30,6,2
14,2,1,13,28,20,6,19,12,28,18,3,12,32,3,7,12,25,13,6,3,12,33,31,25,27,1,27,12,18,20,32,3,2
4,32,3,12,12,6,13,1,13,6,14,18,32,7,13,6,12,6,13,19,12,11,27,3,12,31,7,13,31,6,3,12,1,2
31,27,12,13,6,3,7,12,3,12,12,28,6,6,18,31,3,12,18,31,25,27,6,18,18,11,27,18,6,12,27,18,1,2
28,18,20,3,32,8,6,3,12,6,3,12,14,7,13,1,13,31,20,7,3,12,13,6,2,14,13,0,0,0,0,0,0,2
3,12,28,3,7,12,6,14,18,28,3,29,12,6,3,12,4,28,2,13,20,1,3,12,28,7,3,12,28,3,12,6,13,2
3,12,28,6,3,12,6,3,12,6,14,13,28,18,28,20,6,3,12,6,12,3,12,28,3,12,36,18,28,25,27,3,12,2
20,28,6,3,12,1,12,6,3,12,18,28,20,20,30,6,3,13,20,3,12,20,28,30,6,3,12,0,0,0,0,0,0,2
3,7,12,28,13,34,28,6,18,28,13,3,12,32,2,13,7,18,32,3,9,7,12,25,27,7,13,13,28,25,27,6,13,2
31,20,20,7,13,6,14,1,14,3,13,28,3,13,36,3,12,28,6,12,6,3,12,18,28,3,12,6,14,14,18,31,20,2
3,12,29,12,28,6,14,14,12,6,13,30,6,7,12,7,12,28,3,12,6,3,12,2,13,6,2,28,7,13,6,3,12,2
30,6,3,12,12,3,12,28,2,13,1,2,13,25,27,3,13,6,20,25,3,12,6,7,13,28,3,9,13,6,3,13,6,2
3,12,6,14,32,3,9,7,12,6,3,12,19,12,32,14,1,18,32,3,14,14,19,13,28,6,18,11,27,2,13,7,1,2
18,28,25,3,12,6,3,12,6,2,12,18,32,20,6,2,13,1,2,13,20,3,12,32,7,1,3,12,28,6,18,11,20,2
14,32,3,7,12,6,14,13,1,13,28,29,18,36,4,28,3,12,3,12,28,3,12,1,3,12,6,7,1,7,28,3,12,2
3,12,32,6,3,12,12,18,32,30,12,20,7,18,28,19,12,25,27,23,3,12,3,12,32,2,13,1,18,32,20,30,25,2
27,20,7,13,3,7,12,32,3,20,7,12,18,28,6,18,13,29,13,12,1,12,18,32,6,3,12,12,12,18,32,6,3,2
6,2,3,12,6,3,12,6,14,28,6,3,12,3,28,3,12,6,3,12,20,6,3,7,7,12,3,12,28,13,31,6,3,2
3,7,12,28,6,3,12,6,3,7,12,14,13,28,18,20,28,6,18,11,20,27,20,6,3,13,28,25,27,18,29,20,3,2
12,28,30,20,6,3,7,7,13,31,20,7,18,31,21,7,6,7,13,18,31,2,6,3,22,20,7,13,6,14,3,12,28,2
3,12,32,6,14,14,34,28,3,7,12,18,28,6,3,12,6,14,6,2,13,18,32,6,18,28,20,7,6,3,7,12,18,2
28,18,7,12,29,3,12,13,31,6,18,32,20,7,1,6,18,28,18,27,7,3,12,28,30,6,3,12,18,32,7,6,19,2
13,28,3,7,12,6,3,12,12,12,6,14,20,6,3,13,18,28,6,18,28,20,7,12,6,18,28,18,20,6,2,20,18,2
28,3,2,13,2,13,31,30,20,18,28,23,6,18,28,3,7,12,1,6,18,32,29,6,12,6,6,3,13,31,6,18,31,2
3,12,28,3,12,18,32,3,12,33,32,14,3,12,32,3,12,25,27,6,13,6,13,31,7,21,7,6,13,30,3,12,32,2
13,6,3,7,12,3,12,32,25,7,13,13,7,2,1,2,2,7,13,28,30,18,28,20,30,6,7,13,1,6,13,14,13,2
3,7,12,2,13,28,18,7,12,3,12,32,3,9,12,6,14,18,32,6,2,13,2,13,6,3,12,28,18,25,3,12,1,2
18,28,19,12,6,12,13,11,27,3,12,6,3,12,6,3,12,6,3,3,13,28,7,13,6,12,1,13,1,31,13,12,18,2
14,28,3,12,6,14,14,6,14,2,3,7,12,28,12,6,14,17,14,14,13,11,27,7,1,7,7,12,7,6,7,13,13,2
28,14,14,25,27,3,14,14,12,6,12,6,3,13,6,13,6,13,18,28,3,12,6,3,14,18,20,28,3,12,6,33,18,2
3,7,12,6,3,14,28,3,12,33,28,3,12,6,3,12,14,28,30,6,2,13,1,2,13,18,28,13,6,3,12,3,12,2
28,30,25,3,12,6,14,17,12,4,28,13,33,28,1,13,33,28,6,6,3,12,6,19,12,3,28,20,7,6,3,12,13,2
25,3,7,12,6,3,7,12,18,28,3,7,12,6,12,2,6,3,13,28,6,3,12,28,20,7,3,22,7,12,28,3,12,2
6,3,2,13,6,3,3,13,28,6,3,12,11,27,7,14,28,3,12,2,13,6,3,12,18,32,20,6,3,12,6,3,7,2
6,18,28,6,6,12,3,7,12,28,20,6,3,14,14,6,2,13,6,18,28,3,7,12,12,18,28,13,25,27,23,14,17,2
20,3,12,6,3,12,28,18,7,13,30,6,36,18,28,6,3,14,14,1,18,28,20,27,18,36,3,12,28,25,12,6,18,2
13,6,3,12,6,3,14,28,3,6,3,13,31,3,13,31,3,12,1,3,7,28,3,12,3,12,12,28,12,6,3,7,12,2
12,3,12,32,25,27,8,12,6,13,17,13,3,12,32,30,25,6,13,6,6,2,13,1,18,32,6,2,2,13,3,12,0,2
6,3,12,6,14,7,13,28,1,6,2,28,30,3,12,28,12,6,3,12,17,12,20,6,3,12,28,3,12,12,28,3,13,2
6,14,3,12,1,12,28,6,3,12,1,3,12,28,6,14,12,28,3,12,6,3,7,12,3,12,12,28,3,12,12,6,3,2
12,1,28,18,23,18,28,25,27,34,28,20,6,18,28,18,1,28,3,7,12,6,3,12,6,3,12,7,12,12,6,3,32,2
3,12,6,3,12,3,12,17,12,32,6,3,12,32,20,7,25,27,13,1,3,12,31,20,29,6,3,12,0,0,0,0,0,2
3,12,6,13,28,3,12,6,3,12,3,12,32,36,18,28,18,1,3,7,12,28,30,3,7,12,28,30,25,3,7,12,3,2
12,28,20,30,25,3,7,12,1,30,6,3,12,3,12,28,25,6,9,13,13,1,18,28,25,27,23,20,6,2,13,3,7,2
6,3,12,6,14,13,6,13,1,19,13,28,25,12,14,12,32,3,12,1,12,6,3,6,3,12,28,25,27,18,3,12,28,2
2,14,2,13,1,29,13,12,32,20,27,12,12,6,13,30,7,7,13,6,14,3,13,11,12,20,0,0,0,0,0,0,0,2
9,13,31,20,27,13,1,2,12,6,14,32,3,12,18,32,3,12,12,33,32,18,3,12,18,32,20,2,7,12,6,3,13,2
1,2,12,6,18,32,6,2,13,31,12,13,1,12,6,7,12,25,27,3,12,6,13,20,3,7,13,31,12,6,3,13,6,2
18,11,27,7,1,18,32,7,3,12,6,14,20,32,25,27,3,12,17,12,28,3,12,17,13,36,18,28,1,28,6,3,12,2
1,28,25,27,20,20,6,3,7,12,28,29,3,12,6,19,12,3,12,32,29,1,13,31,29,18,9,13,31,20,30,3,12,2
12,13,28,3,12,12,20,1,28,18,18,28,29,25,27,6,3,12,6,14,3,13,28,18,25,3,12,12,18,28,30,7,1,2
7,6,13,13,28,18,12,17,12,1,12,1,18,28,20,20,18,11,20,27,3,7,12,6,3,12,12,0,0,0,0,0,0,2
3,12,12,6,3,12,12,6,3,12,6,14,29,25,3,12,4,31,6,9,2,7,6,3,7,7,12,14,28,3,12,12,1,2
3,7,7,12,18,28,20,27,12,20,1,18,31,29,6,18,3,7,14,14,28,6,3,12,32,29,12,6,19,12,25,27,23,2
34,28,18,20,28,6,3,7,27,7,1,7,25,27,13,3,12,28,6,7,7,13,6,14,14,1,3,14,14,0,0,0,0,2
3,12,32,6,19,12,1,32,13,6,12,18,20,32,3,13,20,25,27,3,12,12,19,13,31,29,18,32,32,7,1,18,32,2
6,14,19,7,12,28,6,12,18,28,25,27,12,1,18,28,12,25,27,6,20,18,28,18,12,1,28,3,12,6,18,18,28,2
20,7,6,18,28,3,12,6,18,3,12,32,6,13,31,13,6,19,13,18,32,6,3,32,20,7,18,32,19,13,25,27,3,2
3,7,12,13,31,12,27,3,7,14,14,14,18,28,2,12,13,6,19,12,6,2,13,18,32,6,14,0,0,0,0,0,0,2
14,14,3,12,17,7,12,12,28,13,6,3,2,20,6,2,13,30,6,18,31,20,18,28,2,12,28,3,14,14,6,2,33,2
32,20,7,13,6,13,12,28,6,12,6,3,12,6,2,13,20,3,12,34,28,3,12,28,19,12,3,30,12,12,6,2,18,2
28,3,12,6,3,12,1,28,23,34,18,28,3,12,6,3,12,28,3,12,20,14,7,12,34,28,25,27,6,3,7,12,6,2
2,13,34,31,30,6,14,14,14,31,30,3,12,6,14,18,32,20,30,7,18,28,3,7,12,25,27,3,12,36,2,6,18,2
28,20,6,18,28,30,6,19,12,1,12,3,2,31,3,7,12,12,33,32,6,13,6,12,18,31,30,7,13,6,7,12,6,2
3,12,12,6,14,14,14,32,7,25,27,7,18,28,29,6,19,12,28,36,3,12,12,28,3,7,12,1,28,3,12,20,4,2
28,3,13,6,3,12,6,3,12,6,3,12,3,12,28,20,13,1,13,3,13,28,30,25,27,14,31,6,3,12,12,28,20,2
3,12,28,29,25,27,6,3,12,1,18,28,6,3,12,18,28,6,3,7,12,1,12,28,18,6,12,2,7,13,28,20,3,2
3,7,12,28,12,1,13,28,19,12,20,19,12,32,3,12,6,29,12,25,19,12,3,12,17,12,32,6,19,12,32,8,8,2
1,6,8,12,6,18,32,6,12,18,32,20,27,6,7,17,7,7,13,31,30,3,12,1,6,3,12,8,13,31,18,25,27,2
19,13,17,13,14,32,20,7,29,25,7,12,6,3,14,15,33,32,6,13,11,20,27,18,20,13,31,6,18,11,20,27,6,2
2,12,13,28,30,6,19,12,6,18,31,29,30,6,3,12,12,12,3,2,7,13,1,19,8,12,31,29,3,7,12,6,19,2
7,12,12,18,31,3,12,6,19,12,13,1,13,3,12,31,29,3,12,6,12,1,29,19,12,6,12,18,31,20,7,1,18,2
31,30,13,6,3,12,12,6,14,17,14,14,1,18,11,20,27,3,12,1,13,20,3,12,31,30,25,27,30,6,19,13,20,2
6,3,14,14,6,14,4,28,20,7,13,3,28,3,12,6,3,13,31,3,6,3,13,1,20,18,28,12,25,27,7,12,13,2
28,2,13,1,18,31,25,27,19,13,23,18,28,3,13,31,13,1,28,18,25,7,13,20,18,11,27,3,13,6,3,7,12,2
3,7,12,28,3,7,12,12,3,12,32,2,13,3,12,32,7,1,18,32,3,14,14,6,3,7,7,12,3,2,13,6,18,2
31,30,6,3,12,3,12,32,25,27,27,18,1,27,18,6,12,17,13,6,18,32,20,7,18,32,7,13,1,12,3,13,31,2
6,14,14,12,1,13,30,6,3,12,6,3,7,12,13,31,30,29,20,6,6,3,12,6,18,31,7,13,14,28,3,13,6,2
7,12,1,7,13,6,19,12,13,25,27,18,6,3,12,6,16,3,2,12,28,12,1,28,19,12,0,0,0,0,0,0,0,2
3,7,12,28,18,32,3,7,12,6,12,3,7,12,32,6,14,1,18,11,27,3,22,7,12,20,18,32,6,3,12,6,12,2
13,1,18,32,30,29,6,18,28,20,2,13,7,3,12,36,9,6,18,11,20,20,27,20,6,3,12,18,32,23,3,13,1,2
6,14,14,13,28,29,6,3,12,36,3,12,28,23,6,2,13,12,28,18,6,3,7,12,6,7,13,1,28,13,30,25,27,2
3,12,13,20,28,2,6,3,13,14,15,28,6,19,12,13,31,29,6,36,25,7,13,3,12,28,20,27,33,28,3,12,0,2
3,20,7,20,12,28,30,6,14,18,32,3,12,13,3,12,1,3,7,12,3,12,32,3,12,36,12,32,30,20,20,29,12,2
1,20,3,12,7,13,31,30,1,7,2,12,28,6,3,22,7,12,28,3,12,18,28,6,3,12,11,27,29,6,6,3,12,2
3,7,12,28,29,20,20,6,3,12,36,18,28,3,12,18,28,23,19,12,1,28,18,6,18,28,6,19,12,12,3,12,28,2
20,27,6,3,12,28,18,18,28,6,18,28,6,3,12,6,3,12,28,3,12,6,3,14,7,13,28,6,18,28,3,12,20,2
12,15,32,3,7,12,18,32,2,6,3,9,7,13,1,11,18,27,3,12,14,15,1,3,12,28,2,13,6,3,12,6,14,2
3,7,28,29,20,6,3,12,28,3,12,25,27,29,20,3,12,20,28,7,6,15,6,3,12,2,13,28,8,6,2,6,3,2
13,6,14,28,13,6,2,6,3,12,17,9,12,3,13,28,25,3,12,1,18,31,6,2,2,13,7,3,13,31,7,6,6,2
19,12,4,31,3,12,6,18,20,13,20,28,3,12,6,13,6,7,13,3,13,11,27,7,25,27,34,3,13,31,7,6,19,2
3,7,12,28,6,14,18,28,6,4,28,2,13,6,3,12,3,12,6,3,12,28,7,3,2,7,13,6,3,12,1,6,3,2
12,28,3,12,17,8,13,3,12,32,20,6,20,7,13,3,12,11,27,8,6,12,1,3,12,11,27,30,6,13,1,12,0,2
4,32,3,7,12,6,14,8,6,3,7,13,28,6,2,13,3,12,28,3,12,3,7,12,3,14,14,32,6,2,2,13,31,2
12,7,13,11,27,6,18,31,3,12,13,6,13,30,6,14,17,12,4,28,20,7,3,7,12,6,14,28,6,3,7,12,32,2
20,6,7,13,6,3,12,3,12,32,12,6,3,12,4,28,13,6,3,13,20,6,13,28,3,12,7,0,0,0,0,0,0,2
13,28,3,7,7,29,12,25,12,13,6,14,18,28,13,6,3,13,17,13,29,12,13,18,28,7,13,6,3,13,17,13,33,2
20,31,13,1,3,12,3,13,31,6,3,13,11,27,12,6,3,13,17,29,13,25,27,18,8,12,20,20,6,27,3,7,12,2
6,14,14,17,12,12,13,28,19,12,6,32,6,14,25,14,18,32,6,7,13,6,3,12,13,28,18,3,7,12,1,3,7,2
12,6,12,32,2,25,2,13,20,13,1,7,13,6,31,7,31,3,12,12,6,3,12,6,12,6,13,31,18,6,3,12,25,2
4,32,3,7,12,6,14,33,32,3,7,12,1,7,12,13,11,27,3,7,12,1,3,12,6,7,13,18,11,20,27,3,12,2
17,13,3,12,6,3,7,12,3,12,32,2,13,1,19,12,28,30,6,14,17,7,7,17,12,32,3,9,12,12,6,3,12,2
7,14,3,7,12,13,6,14,14,6,9,2,12,28,3,12,28,6,2,13,1,28,3,2,2,12,6,1,6,6,3,12,28,2
13,28,3,12,6,2,1,18,20,28,18,25,14,20,18,28,18,6,14,14,18,28,3,7,12,3,12,32,3,12,6,12,6,2
3,7,12,28,29,6,19,12,17,12,6,14,3,12,28,20,6,3,12,6,18,28,20,27,18,36,18,28,20,14,3,12,12,2
6,3,12,28,3,12,12,18,28,3,12,6,19,7,3,12,1,3,13,28,6,3,12,28,6,3,12,6,3,12,28,3,12,2
14,13,28,14,1,28,13,6,12,13,34,28,19,13,28,12,6,9,2,13,28,3,12,1,8,6,12,13,28,6,3,7,2,2
13,4,32,3,12,6,3,7,12,30,6,3,12,18,32,3,12,1,20,32,13,28,18,25,12,18,28,20,20,30,0,0,0,2
4,31,7,7,12,13,6,3,14,3,12,12,28,23,6,3,12,18,28,3,7,12,3,12,32,30,6,6,12,13,33,31,20,2
30,20,3,7,12,32,2,6,13,30,6,29,12,6,14,3,12,32,29,13,25,27,19,13,6,7,13,1,27,18,27,30,6,2
3,7,12,6,14,28,6,3,12,12,36,3,12,12,28,18,28,23,6,3,12,3,12,28,3,29,12,6,12,3,12,12,28,2
29,6,3,12,18,20,28,25,3,12,1,28,19,12,18,11,20,20,27,3,1,20,28,3,12,6,12,3,12,17,12,32,6,2
7,14,14,14,28,3,14,14,20,18,28,3,7,12,6,14,14,13,28,29,6,3,12,1,14,28,14,20,1,18,20,28,18,2
6,2,13,28,6,3,12,6,14,18,28,6,14,36,3,13,28,6,6,19,13,6,13,3,12,6,3,12,32,6,2,13,1,2
18,32,29,20,13,13,6,12,1,13,28,25,3,12,1,28,23,13,6,3,12,18,28,6,12,6,3,13,6,3,7,12,0,2
3,14,32,3,7,7,12,12,13,28,18,25,27,6,3,14,2,1,3,14,2,18,28,23,6,14,6,19,7,7,12,3,14,2
2,13,20,3,12,28,30,6,19,13,6,3,12,12,20,13,25,7,12,18,11,27,19,7,12,1,12,20,4,31,13,6,19,2
12,6,12,3,12,6,19,12,18,31,13,33,31,3,12,25,27,3,13,6,19,12,3,7,32,3,7,12,6,12,25,27,20,2
7,13,30,31,3,7,12,6,19,12,6,14,3,13,31,6,3,12,28,3,12,6,13,6,18,28,6,12,3,12,6,3,12,2
28,3,12,1,14,28,3,7,12,3,7,12,6,3,12,13,6,14,28,25,27,2,12,13,28,30,1,8,6,2,13,28,30,2
30,7,13,28,6,3,14,12,1,28,12,6,3,7,12,12,28,3,12,6,12,3,13,31,13,1,28,13,1,13,18,28,6,2
7,13,34,28,18,3,13,3,13,28,18,1,18,28,20,20,18,28,7,6,3,13,7,13,28,6,13,6,3,9,12,6,14,2
6,14,4,32,3,7,12,6,3,7,12,18,32,7,6,19,12,12,1,18,32,20,27,13,6,29,19,13,6,18,3,12,20,2
7,6,14,1,18,32,6,2,1,2,13,6,18,25,27,3,12,32,6,7,12,33,32,13,19,12,7,32,27,7,20,6,2,2
3,12,6,14,14,28,3,7,2,13,12,18,32,3,9,12,12,6,14,14,6,6,2,13,3,12,28,25,27,18,25,3,12,2
18,32,6,18,11,27,3,7,7,12,3,14,6,14,14,28,6,3,12,28,29,25,27,30,20,12,11,27,3,12,1,3,12,2
3,12,6,3,14,14,14,28,3,12,3,7,13,6,3,14,20,18,28,3,13,20,20,1,28,3,7,12,3,12,32,36,3,2
12,13,6,3,12,18,32,25,27,2,12,12,3,14,32,3,12,20,6,3,7,12,13,11,27,6,12,25,12,1,20,20,0,2
2,13,20,3,12,14,14,28,6,14,14,3,14,12,34,32,14,14,28,25,27,12,25,3,12,6,3,12,28,6,19,12,6,2
19,12,3,12,28,6,18,28,6,3,12,17,12,18,28,6,18,28,6,29,7,25,29,7,1,3,28,3,7,12,6,3,7,2
3,12,28,6,3,12,6,3,12,31,12,6,14,18,28,3,12,6,19,12,36,3,7,12,28,1,28,29,18,3,12,12,25,2
27,20,20,6,18,11,25,27,3,12,3,12,28,30,6,3,12,6,13,34,28,6,3,12,20,2,6,18,28,3,7,12,18,2
