Doc_ID,TAGS,CLASS
66,"DT,JJ,NN,VBZ,VBN,IN,PRP,VBZ,JJ,DT,NN,VBZ,DT,DT,NN,CC,DT,JJ,NN,VBZ,JJ,RB,IN,DT,RB,DT,NN,CC,DT,JJ,NNS,VBP,PRP,VBP,PRP$,CD,NN,VBZ,DT,NN,DT,EX,VBZ,DT,NN,IN,DT,DT,NN,VBZ,IN,DT,NN,MD,VB,IN,IN,DT,DT,NN,VBZ,VBN,IN,NNS,IN,PRP,VBD,CD,NNS,TO,VB,DT",1
67,"DT,VBZ,IN,DT,DT,NN,VBZ,PRP$,NN,RB,IN,DT,PRP,VBZ,DT,DT,NN,VBZ,IN,PRP$,NN,PRP,VBZ,IN,DT,DT,NN,VBZ,PRP$,NN,TO,NN,DT,PRP,VBZ,DT,NN,IN,DT,NNS,VBP,DT,PRP,VBP,IN,PRP,VBP,DT,PRP,VBD",1
68,"NN,NNPS,VBZ,DT,PRP,VBZ,RB,PRP,VBZ,PRP,VBZ,CD,NNS,PRP,VBZ,IN,DT,PRP,NN,IN,DT,JJ,DT,NN,VBZ,RP,RBR,IN,DT,DT,NN,VBZ,RB,IN,PRP,IN,DT,DT,NN,PRP$,NN,VBZ,CD",1
69,"RB,VBZ,NN,IN,NNS,VBP,DT,DT,NNS,VBP,RB,PRP,VBP,DT,NNS,IN,DT,NNS,VBP,IN,CD,CD,NNS,DT,NNS,VBP,JJ,TO,DT,DT,NNS,VBP,RB,EX,VBP,DT,NN,IN,NNS,VBP,DT,RB,DT,NNS,MD,VB,PRP,WP,DT,JJ",1
70,"RB,VBZ,NN,IN,VBG,JJ,NNS,EX,VBP,CD,NNS,IN,DT,RB,CD,NN,VBZ,PRP,VBZ,DT,NN,IN,DT,DT,JJ,CD,NNS,VBP,RB,PRP,VBP,RB,DT,MD,VB,RB,IN,JJ,PRP,MD,VB,RB,IN",1
71,"PRP,VBZ,RB,JJ,IN,JJR,IN,DT,JJ,NNS,VB,IN,CD,PRP,VBZ,DT,JJ,DT,NNP,NNP,VBZ,IN,CD,CD,NNS,VBP,JJ,NNS,MD,VB,IN,PRP,VBP,DT,NNS,IN,NNS,VBP,TO,DT,JJ,NN,IN,NNP,VBZ,IN,PRP,VBZ,RB,JJ,IN,JJ,NNS,IN,DT,JJ,NNS,VBP,PRP,VBZ,RB,DT,JJ,DT,NN,VBZ,RB,JJ,NN",1
72,"NNS,VBP,DT,JJ,NN,TO,NN,NNS,IN,PRP,VBP,NN,NNS,TO,VB,JJ,NNS,IN,DT,DT,JJ,NNS,VBP,DT,PRP,RB,VBP,NN,IN,DT,DT,NN,VBZ,PRP,WRB,DT,NNS,VBP,PRP$,DT,NNS,VBP,TO,VB,DT,DT,NN,VBP,PRP,WP,DT,NN,VBZ",1
73,"DT,VBZ,IN,NNP,NNP,IN,PRP$,JJ,NNS,VBP,PRP$,DT,NN,VBZ,IN,NNP,TO,PRP,VBZ,IN,JJ,DT,JJ,NN,IN,NN,VBZ,CD,TO,CD,NNS,NNS,CC,JJ,NNS,VBP,DT,IN,DT,NN,TO,VB,DT,NNS,VBP,DT,IN,DT,NN,TO,VB,DT,PRP,VBP,IN,DT,NNS,IN,NNS,IN,DT,PRP,VBP,VBG,PRP,RB,VBP,JJ",1
74,"EX,VBZ,DT,JJ,NN,IN,PRP,VBZ,DT,NN,PRP,VBZ,CD,NNS,PRP,MD,VB,IN,DT,EX,VBZ,DT,JJ,NN,CC,EX,VBZ,RB,DT,JJ,NN,IN,DT,PRP,MD,VB,IN,DT,DT,NN,VBZ,CD,PRP,VBZ,IN,NN,VBZ,DT,JJS,NN,NN,IN,DT,PRP,VBZ,IN",1
75,"DT,NN,NNS,IN,IN,JJS,CD,NN,DT,NN,VBZ,IN,CD,PRP,NNS,DT,CD,NNP,NN,VBZ,RB,NNS,VBP,NN,TO,DT,NN,TO",1
76,"NNS,NN,DT,NN,IN,DT,NNS,VBP,IN,NNP,PRP,VBP,DT,NN,IN,NNP,DT,NN,VBZ,PRP,VBZ,DT,PRP,VBZ,DT,PRP,VBZ,RB,VB,DT,NN,IN,PRP$,PRP,VBZ,PRP,IN,PRP$",1
77,"DT,JJ,NN,NN,NNS,PRP,VBZ,PRP,VBZ,PRP$,NN,VBZ,RB,VB,IN,DT,NN,VBZ,TO,DT,PRP,VBD,NNS,VBP,IN,DT,NN,VBZ,PRP,VBP,DT,DT,NNS,VBP,NN,IN,DT,NNP,PRP,VBP,DT,NN,DT,NN",1
78,"PRP,VBZ,DT,NN,IN,IN,CD,NNS,VBP,IN,PRP,VBP,PRP$,PRP,VBP,DT,NNP,NNS,VBP,JJ,NNS,VBP,DT,EX,VBZ,DT,JJ,PRP,VBZ,DT,PRP,VBZ,IN,DT,PRP,PRP,VBZ,RB,PRP,VBZ,NNS,VBP,PRP$,TO",1
79,"EX,VBP,RB,JJ,JJ,NN,NNS,IN,DT,NNS,VBP,RB,VBP,EX,VBZ,DT,NN,IN,VBZ,DT,NN,VBZ,DT,PRP,VBZ,DT,JJ,PRP,VBZ,DT,JJ,NN,NNS,IN,PRP,VBZ,DT,JJ,NN,IN,VBG,NN,IN,PRP,VBZ,CD,IN,CD,NNS,WDT,NNS,VBP,IN,VBG,DT,NN,VBZ,IN,NNS,MD,VB,JJR,JJ,NN,NNS,IN,VBG",1
80,"DT,NN,VBZ,VBG,IN,DT,PRP,VBZ,DT,NN,PRP,VBZ,IN,DT,NN,VBZ,IN,DT,PRP,VBZ,IN,DT,NN,IN,DT,DT,NN,PRP,VBZ,PRP,VBZ,DT,JJ,DT,NN,VBZ,PRP,IN,DT,NN,VBZ,VBG,IN,DT,PRP,VBZ,DT,IN,PRP,RB,VBZ,TO,DT,NNP,VBZ,PRP,VBZ,RP,DT,DT,NN,PRP,VBP,IN,PRP,MD,VB",1
81,"NNP,NNP,VBZ,DT,JJ,PRP,VBZ,DT,NNP,PRP,VBZ,PRP,VBZ,RB,RB,NNS,VBP,NNS,IN,DT,DT,NNS,VBP,IN,DT,NN,VBZ,NNP,VBZ,PRP,VBZ",1
82,"EX,VBZ,DT,NN,IN,DT,NN,VBZ,VBN,IN,CD,EX,VBP,CD,NNS,IN,IN,CD,NNS,PRP,VBP,IN,IN,PRP$,NNS,IN,NNP,CC,NNS,VBP,TO,DT,PRP,VBP,IN,DT,NNS,IN,DT,JJ",1
83,"DT,NN,VBZ,IN,DT,PRP,VBZ,DT,NNP,PRP,VBZ,VBN,IN,PRP,VBZ,DT,JJ,JJ,PRP,MD,VB,IN,DT,NNP,CD,CC,DT,NNP,DT,NNP,VBZ,RP,IN,PRP$,JJ,NN,VBZ,CD",1
84,"DT,NN,VBZ,DT,NN,PRP,VB,IN,PRP$,EX,VBZ,JJ,PRP,VBZ,DT,NN,VB,PRP$,JJ,NN,CC,NN,EX,VBP,NNS,IN,PRP$,PRP,VBD,PRP$,PRP,VBP,NNS,TO,DT,DT,NN,VBZ,DT,NNS,IN,PRP$,NN,TO,DT,NN,VBZ,CD,NNS,PRP,VBZ,DT,JJ,NN,IN,NN,TO,VB",1
85,"JJ,NN,VBP,JJ,DT,JJ,PRP,VBZ,IN,NNP,VBP,IN,DT,NN,VBZ,PRP,IN,PRP,VBP,IN,PRP,VBZ,DT,NN,VBZ,DT,PRP$,NN,VBZ,DT,PRP,VBZ,IN,DT,NN,VBP,RB,VBG,DT,NNP,VBZ,DT,JJ,DT,JJ,NN,IN,DT,NNS,IN,NNP,CD,NNS,VBP,JJ,NNS,VBP",1
86,"RB,VBZ,NN,IN,DT,NNP,DT,NNS,VBP,IN,IN,DT,DT,VBP,JJ,PRP,VBP,RB,IN,PRP$,PRP,VBP,RB,VBP,IN,JJ,NN,VBD,DT,DT,NNS,VBP,PRP,VBP,NNS,CC,DT,JJ,NNS,VBP,TO,PRP,VBP,PRP,DT,NNS,IN,DT,JJS,VBP,DT,CC,PRP,VBP",1
87,"EX,VBZ,DT,JJ,NN,IN,DT,JJ,NN,IN,PRP,VBZ,JJ,IN,PRP$,JJ,PRP,VBZ,RB,VB,NNS,IN,VBG,PRP$,NNS,IN,DT,NN,VBZ,RB,RB,JJ,JJ,PRP,VBZ,IN,CD,CC,CD,NNS,IN,DT,JJ,NN,TO,VB,DT,NN,VBZ,IN,JJ,DT,NN,VBZ,PRP$,NN,JJ,NNS,VBP,JJ,IN,RB,CD",1
88,"NNP,NNP,VBZ,IN,NNP,NNP,NN,VBZ,DT,NN,PRP,VBZ,PRP,VBZ,CD,NNS,PRP,VBZ,DT,JJS,NN,IN,NNP,NNP,IN,CD,DT,NN,VBZ,TO,VB,PRP$,PRP,VBZ,DT,NN,TO,DT,DT,NN,VBZ,TO,VB",1
89,"DT,NN,VBZ,IN,DT,PRP,VBZ,DT,NN,DT,JJ,RB,PRP,VBZ,DT,NNS,RB,CC,VB,PRP,PRP,VBZ,DT,NN,IN,DT,NN,VBZ,DT,PRP,MD,VB,WRB,PRP,DT,NNP,VBZ,DT,NN,RB,IN,CD,NNP,CC,JJ,NN,RB,IN,DT",1
90,"CD,NNS,DT,NN,NNP,NNP,DT,NNP,NN,VBZ,TO,VB,NN,TO,DT,NN,VBZ,WRB,PRP,VBZ,IN,DT,PRP,VBZ,PRP$,PRP,VBZ,IN,DT,NN,VBZ,RP,DT,NN,VBZ,JJ,IN,VBG,DT,NN,VBZ,IN,DT,VBZ,DT,JJ",1
91,"DT,NN,VBZ,IN,DT,NN,IN,PRP,VBZ,DT,JJ,DT,NN,VBZ,IN,DT,DT,JJ,JJ,VBZ,IN,DT,DT,NN,VBZ,IN,JJ,PRP,VBZ,VBG,RB,TO,DT,DT,JJ,VBZ,DT,NN,MD,VB,DT,NNS,VBP,DT,CD,IN,PRP,VBZ,DT,JJ,PRP,CC,PRP,VBZ,NN,JJ,IN,DT,DT,VBZ,DT,JJ",1
92,"NNP,NNS,NN,IN,CD,PRP,NN,IN,NNP,TO,PRP,VBP,TO,VB,JJ,PRP,VBP,TO,VB,PRP$,NN,IN,DT,CD,VBD,JJ,VB,PRP,IN,PRP,VBP,IN,DT,NN,NN,VBZ,IN,DT,NN,VBZ,RB,DT,PRP,VBZ,IN,DT,NN,VBZ,IN,JJ,PRP,VBZ,TO,VB,IN,DT,NN,VBZ",1
93,"IN,RB,VBZ,DT,JJ,NN,PRP,VBZ,IN,NNP,VBP,IN,DT,NN,IN,DT,NN,NN,DT,NN,NN,VBZ,IN,CD,NN,PRP,VB,IN,DT,NN,EX,VBP,JJ,NNS,RB,TO,NN,PRP,VBP,IN,DT,NN,NN,IN,CD,TO,CD,NNS,IN,DT,DT,NN,VBZ,DT,NNP,VBP,JJ,IN,DT,NNP,NNS,VB,TO,VB,IN,DT,PRP,MD,VB",1
94,"EX,VBZ,NN,IN,IN,CD,NNS,VB,DT,NNS,VB,PRP,VBZ,RB,VB,JJ,EX,VBZ,RB,JJ,NN,IN,CD,CD,NNS,VBZ,VBN,TO,DT,DT,NNP,VBZ,VBG,IN,DT",1
95,"IN,DT,JJ,NN,NNS,IN,DT,NNS,VBP,PRP,VBP,PRP,RB,TO,DT,PRP,VBP,PRP,TO,DT,JJ,PRP,VBZ,IN,CD,NNS,TO,DT,IN,DT,JJ,PRP,VBZ,RB,CC,NNP,VBZ,JJ,NNS,VBP,IN,EX,VBP,RB,CD,IN,PRP,VBD,IN,DT",1
96,"IN,DT,NN,VBZ,PRP$,PRP,VBZ,PRP,IN,DT,JJ,PRP,VBZ,PRP,CD,NNS,TO,VB,PRP$,RB,PRP,VBZ,RB,TO,CD,DT,PRP,VBZ,RB,DT,NN,VBZ,IN,PRP$,NN,VBZ,NNS,VBP,IN,IN,PRP,VBZ,PRP$,DT,NN,VBZ,DT,PRP,VBZ,DT,IN,NNS,IN,NNP,VBP,JJ,PRP,VBP,RB,IN,NNP",1
97,"IN,DT,NN,VBZ,VBG,TO,DT,NNP,NN,NNP,NN,IN,DT,PRP,VBP,CD,JJ,NN,VBZ,NN,IN,DT,JJ,DT,NNP,NNP,VBZ,NNPS,DT,JJ,NN,VBZ,JJR,NN,IN,DT,DT,NN,VBZ,IN,PRP,MD,VB,WP,VBZ,NNP,NNS,VB,VBG,IN,PRP,MD,VB,DT",1
98,"IN,DT,NN,VBZ,PRP$,PRP,VBZ,DT,DT,VBZ,IN,DT,NN,IN,NNP,VBZ,DT,NN,IN,DT,RB,JJ,DT,NN,VBZ,DT,NN,TO,DT,PRP,VBZ,IN,PRP,VBZ,DT,JJ,NN,IN,PRP,VBZ,RB,JJ,IN,PRP,VBZ,CD,IN,DT,RBS,JJ,NNS,IN,PRP$,IN,DT,NN,PRP,VBZ,DT,JJ,PRP,VBZ,NN,IN,DT,DT,VBZ,RB",1
99,"DT,NN,VBZ,IN,DT,PRP,VBZ,IN,NNP,NN,VBZ,DT,NN,IN,DT,DT,NN,VBZ,DT,NN,PRP,VBZ,DT,NN,DT,NN,VBZ,DT,JJ,DT,NN,VBZ,PRP,VBZ,DT,NN,VB,JJR,IN,DT,IN,DT,DT,NN,MD,VB,CD,RB,PRP,MD,VB,CD,CD,CD,NNS,CC,RB,CD,DT,NN,VBZ,DT,PRP,VBZ,DT,JJ,NNP,NNP,DT,NN,VBZ,DT,NN",1
100,"RB,VBZ,DT,NN,IN,DT,NNP,PRP,VBZ,RB,JJ,PRP,MD,VB,DT,NN,NNS,VBP,PRP,IN,CC,DT,NNS,MD,DT,CD,NNS,VBP,PRP$,NNS,IN,DT,CD,IN,PRP,CD,NN,VBZ,RB,VB,TO,PRP,VBZ,IN,IN,DT,NN,JJ,NNS,MD,VB,DT,NN,IN,DT,DT,NN,VBZ,PRP$,NN,TO,NNP,MD,VB,RB,NN,TO,DT",1
101,"DT,NN,VBZ,IN,NNS,WP,VBP,PRP,VBZ,IN,DT,NN,IN,PRP,VBP,DT,NN,DT,NN,VBZ,JJ,PRP,RB,VBZ,DT,NNS,MD,VB,DT,NN,IN,NNS,MD,VB,DT,DT,NNS,VBP,TO,VB,DT,JJ,NNS,VB,PRP,VBP,IN,PRP,VBP,DT,PRP,VBZ,VBN,DT,NNP,NNP,PRP,VBZ,DT,NN,NN,IN,PRP$,RB,DT,NN,VBZ,NN,IN,DT,NNS,VBP,DT,JJ,NN,VBZ,DT,NN,TO",1
102,"DT,NN,VBZ,IN,DT,PRP,RB,VBZ,PRP,VBZ,DT,CD,PRP,VBZ,PRP$,NN,IN,DT,NN,IN,DT,PRP$,NN,VBZ,PRP,VBZ,IN,JJ,PRP,VBZ,JJ,IN,CC,DT,NN,VBZ,DT,NN,VBZ,RB,IN,PRP,VBZ,IN,DT,NN,IN,DT",1
103,"EX,VBZ,DT,JJ,NN,NN,IN,PRP,VBZ,DT,PRP,VBZ,NNS,VBG,DT,NN,VBZ,JJ,DT,NN,CC,DT,NN,IN,NNS,VBP,VBN,TO,VB,DT,PRP$,NNS,VBP,PRP,VBZ",1
104,"DT,NNP,NNP,NNP,VBZ,DT,CD,NN,JJ,NNS,VBP,TO,DT,PRP,VBP,IN,JJ,DT,NN,VBZ,DT,VBZ,DT,JJ,NN,IN,DT,NN,IN,CD,DT,NNS,VBP,PRP,VBP,IN,DT,JJ,DT,MD,VB,PRP,VBZ,PRP$,NNS,MD,VB,TO,NNS,MD,VB,PRP,WP,PRP,IN,CC,VBP,RB,DT,NN,VBZ,IN,PRP,VBZ,NNS,TO,VB,IN,DT,NN,IN,EX,VBP,RB,CD,JJ,NNS,IN,DT",1
105,"DT,NN,VBZ,IN,DT,PRP,VBZ,IN,DT,PRP,VBZ,DT,NN,PRP,VBZ,TO,PRP,VBZ,DT,DT,NN,VBZ,VBN,IN,EX,VBZ,DT,NN,IN,DT,PRP,VBZ,CD,NNS,DT,NN,VBZ,IN,PRP,VB,PDT,DT,NN,PRP,VBZ,RB,IN,DT,PRP,PRP$,NN,CC,CD,NNS,VBP,PRP,VBZ,RB,VB,TO,PRP,VBZ,IN,IN,DT,NNS,VBP,PRP,DT,JJ",1
106,"DT,NN,VBZ,DT,NN,IN,DT,PRP,VBZ,PRP,CC,PRP$,JJ,NN,DT,PRP,VBP,IN,EX,VBP,NNS,NN,PRP,VBP,PRP,VBP,PRP,VBP,CD,CD,IN,NN,DT,NN,VBZ,DT,DT,NNS,VBP,DT,NN,RB,IN,NNS,VBP,IN,NNP,NNS,VBP,DT,NN,WRB,PRP,VBP,NNP,IN",1
107,"IN,EX,VBZ,DT,NN,IN,NN,JJ,NNS,DT,NNP,PRP,VBZ,NNP,IN,PRP,VBZ,NNP,JJ,NNS,IN,DT,JJ,DT,VBZ,DT,JJ,IN,NNP,NNP,NNS,VBP,IN,DT,NNS,VBP,RB,JJ,IN,NNP,PRP,VBP,IN,PRP,VBZ,RB,TO,VB,DT,NN,IN,DT,PRP,VBZ,TO,VB,IN,DT,NN,IN,JJ,NNPS,JJ,NNP,CD,IN,PRP,VBZ,IN,DT,NN,MD,VB,NNP,NN,IN,PRP,VBZ,IN,DT,NNP,NNPS,VBZ,VBG,TO,VB,NNS,IN",1
108,"DT,NN,VBZ,IN,DT,PRP,VBZ,TO,VB,RP,DT,VBG,PRP,VBZ,DT,NN,IN,DT,NN,DT,NN,VBZ,IN,DT,DT,NN,VBZ,IN,DT,NN,VBZ,DT,DT,NN,VBZ,VB,JJ,PRP,VBP,DT,NN,IN,DT,PRP,VBD",1
109,"PRP,VBZ,DT,NN,NNPS,VBP,PRP,VBP,DT,NNS,IN,DT,NNS,VBP,CD,NNS,IN,NNP,NNS,VBP,IN,NN,CC,JJ,NNS,VBP,IN,DT,NNP,IN,DT,PRP,VBP,TO,VB,PRP$,NNS,RB,VBP,JJ,PRP,VBP,IN,DT,NN,MD,VB,PRP,VB,NN,IN,DT",1
110,"DT,NN,VBZ,IN,DT,NN,IN,PRP,VBZ,IN,DT,DT,NN,VBZ,DT,NN,VBZ,DT,NNS,VBP,DT,NNS,IN,DT,DT,NN,NN,DT,NN,VBZ,JJ,IN,DT,EX,VBZ,DT",1
111,"DT,NN,VBZ,VBG,DT,NN,NN,PRP,VBZ,IN,DT,NN,IN,EX,VBZ,DT,DT,NN,VBZ,DT,NNP,EX,VBP,NNS,IN,DT,CD,NN,VBZ",1
112,"IN,CD,TO,CD,CD,NNS,VBP,IN,DT,NNP,NNP,NN,VBD,NNS,IN,NNP,VBP,DT,NNP,NNP,CC,DT,NNP,PRP,MD,RB,VB,RB,IN,PRP,VBP,DT,JJ,NN,IN,DT",1
113,"DT,NN,VBZ,DT,DT,NN,VBZ,DT,DT,NN,IN,DT,NN,VBZ,DT,NN,IN,NN,TO,DT,RB,DT,NN,VBZ,IN,DT,PRP,VBZ,IN,DT,RB,PRP,VBZ,DT,NN,CC,PRP,VBZ,DT,NN,VBZ,DT,DT,NN,VBZ,DT,NN,PRP,VBZ,TO,VB,DT,NN,DT,DT,NN,VBZ,RB,VB,PRP,VBZ,RB,IN,CD,DT,VBZ,RB,CD,JJ,DT,NN,VBZ,DT,DT,NN,VBD,IN,DT,NN,RB,DT,NN,VBZ,RBR",1
114,"IN,NNP,NN,VBZ,RP,DT,DT,NN,VBZ,IN,DT,DT,NN,VBZ,IN,JJ,NNS,VBP,DT,JJ,NN,NN,VBZ,TO,DT,PRP,VBP,IN,DT,NN,VBZ,JJ,NNP,NNS,VBP,RP,RBR,IN,DT,PRP,VBZ,VBN,TO,VB,PRP,VBZ,RB,VBN,TO,VB,DT,NN,VBZ,NN,IN,DT,NN,DT,NN,VBZ,IN,DT,JJ,PRP,VBZ,RP,CD,NNS,IN,DT,NN,VBZ,IN,PRP,VBZ,PRP,VBZ,IN,PRP$,NNS,VBP,DT,JJ",1
115,"DT,NN,VBZ,NNS,VBP,IN,PRP,VBZ,DT,JJ,PRP$,NN,VBZ,IN,PRP,VBZ,NN,PRP$,NN,VBZ,PRP,VBZ,PRP,VBZ,IN,PRP,VBZ,DT,NN,IN,PRP$,PRP,VBZ,DT,NN,IN,PRP$,PRP$,NN,VBZ,DT,NN,IN,DT,PRP,VBZ,PRP,TO,DT,NNS,VBP,DT,NN,NN,IN,DT,PRP,VBP,DT,JJ,NN,PRP,VBP,DT,DT,NN,VBZ,RB,VBG,RBR,IN",1
116,"NNP,NNP,VBZ,NNP,IN,EX,VBZ,DT,PRP,VBZ,NN,IN,DT,NNP,IN,CD,NNS,VBP,DT,NNP,NNP,NNS,IN,DT,PRP,VBZ,IN,PRP,VBZ,TO,VB,NN,CC,IN,DT,PRP,VBZ,NN,TO,DT,NNS,IN,DT,NNS,IN,NNP,VBZ,PRP,VBZ,DT,JJS",1
117,"DT,NN,NN,VBZ,VBG,NN,IN,DT,VBZ,DT,JJ,EX,VBP,CD,NNS,CC,CD,PRP,VBP,IN,DT,IN,DT,CD,NN,NNS,IN,PRP,VBZ,IN,PRP,MD,VB,PRP,MD,RB,VB,TO,DT,NN,TO,VB,PRP,IN,DT,DT,VBZ,RB,JJ,IN,DT,DT,NN,NN,NN,VBZ,IN,NN,VBZ,EX,VBZ,RB,DT",1
118,"DT,NN,IN,NNP,VBZ,DT,JJS,NN,IN,DT,PRP,VBZ,CD,DT,VBZ,RB,CD,PRP$,NN,MD,VB,PRP,MD,VB,JJ,NN,WRB,PRP,VBZ,NN,PRP,RB,VBP,TO,VB,PRP$,PRP,VBZ,PRP$,NN,DT,MD,VB,DT,JJ,DT,NN,VBZ,JJ,NNS,VBP,IN,PRP$,PRP$,NN,NN,VBZ,DT,JJ",1
119,"DT,NN,VBZ,IN,DT,PRP$,NN,VBZ,PRP,VBZ,TO,PRP,VBZ,RB,VB,TO,DT,VBZ,IN,DT,NNP,VBZ,VBN,PRP,MD,VB,IN,PRP,VBZ,DT,NN,TO,VB,TO,NNP,VBZ,DT,JJ,NN,PRP,VBZ,CD,NNS,PRP,VBZ,JJ,IN,PRP,PRP,VBZ,TO,VB,DT,NNS,CC,NNS,IN,JJ,PRP,VBZ,TO,VB,TO,PRP,VBZ,JJ,NNS,TO",1
120,"DT,NN,VBZ,IN,NNP,IN,NNS,NN,PRP,NN,IN,PRP,RB,VBP,NNP,NNP,NNP,TO,VB,DT,VBZ,DT,JJ,NN,JJR,NNS,IN,NNP,IN,DT,NNP,VBP,NNS,IN,PRP,VBP,NNP,PRP,VBZ,DT,NN",1
121,"EX,VBZ,DT,NN,IN,DT,NN,NN,DT,NN,VBD,VBD,VBN,IN,NNP,NNP,NN,IN,PRP$,NN,VBZ,CD,NNS,PRP$,NN,VBZ,DT,VBZ,DT,JJ,NN,VBD,VBN,IN,DT,PRP,VBZ,DT,NN,IN,DT,NN,NN,IN,NNP,DT,NNS,VBP,IN,NN,WDT,VBP,RB,VB,IN,DT,JJ,NNS,VBP,TO,VB,DT,NN,CC,DT,NN,IN,DT,JJ",1
122,"IN,DT,NN,IN,NNS,VBP,IN,PRP$,NN,DT,NN,VBZ,PRP,VBZ,RB,NNS,VBP,PRP,'',PRP,VBZ,CD,NNS,DT,VBZ,CD,NNS,RBR,IN,PRP,VBZ,RB,JJ,TO,VB,DT,PRP,MD,VB,TO,PRP,MD,VB,DT,NN,IN,NNS,VBP,DT,NN,IN,DT,PRP,VBZ,RB,JJ,NN,CC",1
123,"DT,JJ,NNP,NNP,VBZ,NNS,IN,CD,NN,VBZ,RB,PRP,VBZ,DT,DT,JJ,VBZ,IN,DT,NN,IN,DT,NN,VBZ,DT,JJ,DT,VBZ,RB,RB,IN,DT,NN,VBZ,RB,JJ,NNS,VBD,PRP,VBZ,PRP,DT,NN,VBD,TO,VB,NNS,IN",1
124,"NNS,IN,NNS,VBP,IN,PRP,VBP,DT,JJ,NN,NNP,PRP,VBZ,DT,DT,NNS,VBP,IN,PRP,VBZ,NNS,IN,DT,NN,TO,PRP$,NN,CC,CC,PRP,RB,VBP,DT,DT,NNS,VBP,DT,NN,TO,VB,PRP$,DT,NN,NNS,TO,PRP$,NNS,IN,VBG,TO,DT,EX,VBP,JJ,NNS,IN,DT,CC,PRP,VBZ,RB,RB,JJ,IN,PRP,MD,VB,IN,DT,JJ",1
125,"DT,JJ,NN,VBD,IN,DT,NN,IN,DT,NN,NN,IN,NNP,JJ,DT,NN,VBD,VBN,CC,VBD,TO,VB,TO,DT,NN,VBD,PRP,TO,VB,PRP,RB,NNP,VBD,IN,JJ,NNS,VBP,VBG,DT",2
126,"NNP,NNP,NNP,VBD,DT,JJ,JJ,DT,NN,VBD,DT,JJ,NN,TO,VB,IN,JJ,NNS,TO,DT,DT,NN,VBD,PRP,IN,DT,NN,IN,DT,NNP,NNP,NNP,IN,DT,NN,VBD,DT,NN,IN,DT,NNS,IN,NNP,CC,PRP,VBD,DT,JJ,DT,NN,VBD,IN,IN,CD,NNS,IN,DT,JJ,PRP,VBD,IN,IN,DT,DT,NN,MD,RB,VB,VBG,RB,CC,VBG,RB,PRP,MD,RB,VB,PRP$,NN,IN,CD,NN,TO,CC,WRB,NNS,VBP,PRP,MD,VB,TO,VB,NNS,CC,MD,VB,PRP$,DT,JJ,NN,TO,NNS,VBZ,DT,NN,IN,IN,PRP$,JJ,DT,JJ,NNS,MD,NN,PRP$,NN,IN,DT,NN,VBZ,TO,VB,NNS,IN,DT,NN,CC,VB,JJ,NNS,TO,VB,DT,JJ,PRP,VBZ,TO,VB,JJ,CC,JJ,NN",2
127,"NNS,IN,DT,NN,IN,NNP,VBD,DT,NN,TO,VB,PRP,VBD,PRP,TO,VB,DT,NN,IN,EX,VBD,NNS,RB,PRP,VBD,IN,EX,VBD,RB,CD,JJ,JJ,PRP,VBD,DT,NNS,TO,VB,DT,NN",2
128,"DT,NN,IN,DT,NNP,NNP,VBD,PRP,VBD,DT,NN,VBD,PRP,CC,PRP,VBD,RB,DT,JJ,NN,VBD,RB,CD,NNS,IN,DT,NN,VBD,PRP,TO,PRP,VBD,JJ,IN,DT,NN,TO,VB,PRP$,NNS,NN,DT,NN,IN,DT,DT,CD,NNS,VBD,CC,PRP,VBP,TO,VB,IN,NNS,IN,DT,NN,IN,NNP,RB",2
129,"WRB,PRP,VBP,DT,NN,PRP,MD,VB,IN,DT,JJ,NN,IN,DT,NN,CC,IN,CD,JJ,PRP,RB,RBR,VBZ,DT,NN,IN,NNP,VBZ,RB,IN,DT,NN,IN,PRP,VBD,DT,IN,DT,JJ,NNS,IN,NNS,TO,DT,NN,IN,DT,NNP,NN,NN,VBZ,IN,TO,VB,RB,DT,NN,NN,VBZ,RB,PRP,VBZ,IN,DT,JJ,NN,MD,VB,PRP$,NN,RBR,DT,IN,NNS,VB,IN,PRP,VBZ,IN,DT,CD,IN,PRP,VBD,IN,IN,PRP,VBZ,RB,DT,NN,PRP,VBZ,RB,VB,IN,PRP,VBZ,DT,NN,CC,DT,JJ,NN,VBZ,DT,PRP,RB,VBZ,JJ,IN,PRP$,NNS,MD,VB,RB,IN,DT,NNS,RB,VBP,DT,NNS,MD,VB,IN,NN,IN,IN,JJS,CD",2
130,"DT,NN,VBD,DT,NN,CC,JJ,CD,NNS,IN,NNP,DT,NN,VB,DT,JJ,NN,IN,NNP,VBD,DT,CC,VB,IN,DT,NN,RB,VBD,RP,CC,VBD,CC,NNS,VBD,DT,NN,VBZ,DT,JJ,NNP,VBD,NNP,PRP,VBD,IN,DT,NN,CC,VB,NN,NNS,VBP,IN,DT,NN,VBD,RB,DT,NN,IN",2
131,"NNP,NNP,VBD,CD,NNS,NNP,VBD,DT,JJ,CD,JJ,NN,IN,PRP$,NN,IN,NNP,VBD,WDT,PRP$,NN,VBD,DT,VBG,PRP,VBZ,WDT,PRP,MD,VB,DT,NN,IN,PRP,VBD,VBG,PRP$,NNS,IN,PRP$,DT,NN,VBZ,CC,CD,PRP,VBZ,NN,IN,DT,CD,CD,NN,TO,WDT,VBD,DT,NN,VBZ,DT,JJ,NN,WDT,VBD,JJ",2
